primaryTitle;contentType;status;contentTypeId;statusId;authorId;authorName;alternativeTitles;genreIds;tags;totalChapters;currentChapterNumber;currentChapterLabel;rating;priority;description;comment;notes;rawImportedLine;links;genres
Underage Eve;Manga;Reading;;;;;"[{""Title"":""Xiawa Wei Chengnian"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""夏娃未成年"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhua; Full Color";;30;;;1;Will ribs taken out from humans' bodies really turn into Eves? This is obviously ridiculous! But what's going on with this... little girl... in sight? Where is she from？Anyway... I'm not obesessed with little girls!;;;279.Underage Eve 30 ~? 🌟;"[{""Url"":""https://www.anime-planet.com/manga/underage-eve"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Comedy; Drama; Romance; Sci Fi; Supernatural"
Love-X;Manga;Reading;;;;;"[{""Title"":""Nu Zhubo Gonglue"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""女主播攻略"",""Language"":null,""Source"":""Anime-Planet""}]";;"Harem; Manhua; Full Color; School Life";;40;;;1;A comedy about a puppy love affair that develops unexpectedly..;;;280.Love-X 40 ~? 🌟;"[{""Url"":""https://www.anime-planet.com/manga/love-x"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Comedy; Romance"
Battle Frenzy;Manhwa;Reading;;;;Skeleton Fairy;"[{""Title"":""Dou Zhan Kuang Chao"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""斗战狂潮"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhua; Full Color; Martial Arts; School Life; Based on a Web Novel";;110;;;1;"A sky with two moons; a soul world of endless possibilities; Lonely darkness, and a strange and mysterious clown! A federation of 100 cities. Three great empires. A world where monsters run rampant. This is an age where heroes are born, where humanity strives to retake the earth! And at the epicenter of it all: a special second-year student, Wang Zhong, who uses the power of the Playful Roulette to shake the whole world! You hear that, ladies? Your Senior is here!";;;281.Battle Frenzy 110 ~? 🌟;"[{""Url"":""https://www.anime-planet.com/manga/battle-frenzy"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Sci Fi"
I Have a Mansion in the Post-apocalyptic World;Manhua;Reading;;;;Morning Star LL;"[{""Title"":""Wo Zai Moshi You Taofang"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""我在末世有套房"",""Language"":null,""Source"":""Anime-Planet""}]";;"Harem; Manhua; Full Color; Person in a Strange World; Post-apocalyptic; Zombies; Based on a Novel";;181;;;2;Jiang Chen crossed into the judgment day after the nuclear war, and there was a mess everywhere. In order to survive, Jiang Chen led the refugees to establish a base area and set up a federation. Then carry the judgment day's technology and return to the true world. Change the political structure of the earth, rescue the world in a critical moment, and establish the Great Union of Earth Federation! Expanding the territory and fighting the threat from the sky.;;release_frequency=~3;282.I Have a Mansion in the Post-apocalyptic World 181 ~3 🌟 🌟;"[{""Url"":""https://www.anime-planet.com/manga/i-have-a-mansion-in-the-post-apocalyptic-world"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Adventure; Sci Fi"
The Sexy Master is Not an Idiot!;Manhua;Reading;;;;;"[{""Title"":""Bu Er Zhangmen"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""不二掌门"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhua; Full Color; Martial Arts; Based on a Web Novel";;52;;;;"As a half-shut-in who lives alone, Gu BiQiong's only goal in life is to work hard so he can pay his living expenses... However, one day, a cute, long-legged girl who calls herself a Mohist Mechanical Puppet suddenly comes looking for him. With tears in her eyes, she hugs him and says: ""Waaaah, Sect Master! We've been separated for many thousands of years, but now I've finally found you! Let's rebuild our sect and conquer the world...""";;;283.The Sexy Master is Not an Idiot! 52 ~?;"[{""Url"":""https://www.anime-planet.com/manga/the-sect-master-is-not-an-idiot"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Comedy; Fantasy"
The Strongest War God;Manhwa;Reading;;;;;"[{""Title"":""最强兵王"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhua; Full Color; Based on a Novel";;71;;;1;The strongest soldier and a band of ferocious heroes -- fighting for their country, fighting for their people! Only death can stop them, and they will press on until their dying breaths!;;;284.The Strongest War God 71 ~? 🌟;"[{""Url"":""https://www.anime-planet.com/manga/the-strongest-war-god"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Adventure"
My Maid is a Demon;Manhua;Reading;;;;;"[{""Title"":""我的女仆是恶魔"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhua; Demons; Full Color; Maids; Based on a Novel";;77;;;;On his birthday, university student Bai XiaoShu suddenly receives a strange phone call from his father. Afterwards, he is inexplicably chased by people dressed in black who are intent on taking his life. Bai XiaoShu follows his father’s instructions and returns to his family residence. On the brink of death, he makes a contract with a devil. When he awakens, he finds himself face-to-face with an adorable girl who calls herself his maid. However, all of the strange events in his story... have only just begun...;;;285.My Maid is a Demon 77 ~?;"[{""Url"":""https://www.anime-planet.com/manga/my-maid-is-a-demon"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";Fantasy
Vicious Luck;Manhwa;Reading;;;;;"[{""Title"":""Xieqi Lin Ran"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""邪气凛然"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""Lucky Young"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhua; Full Color; Based on a Novel";;111;;;2;The protagonist, Chen Yang, was once an ordinary person. However, one day, he was offered the ability to control his luck! Love, success, and fortune were all suddenly within his grasp. Just how much will this new-found ability change his life? Will he run into any beautiful woman? Will the stocks he purchases soar in value? Those who befriend will reap the rewards, but his enemies shall pay the price! Damn, it's all too good to be true...;;;286.Vicious Luck 111 ~? 🌟 🌟;"[{""Url"":""https://www.anime-planet.com/manga/the-devils-luck"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Fantasy"
My Girlfriend is a Zombie;Manhua;Reading;;;;;"[{""Title"":""Wo de Fan Pai Nu You"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""我的病毒女友"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""Virus Girlfriend"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhua; Full Color; Post-apocalyptic; Zombies; Based on a Web Novel";;42;;;2;Faced with doomsday, the special power inside Ling Mo was woken up. He found out that he could control zombies. Therefore he could walk through the zombie crowd safe and sound using his power, and eventually he met his beloved girlfriend - Ye Lian, but only to find out that she has already been transformed into a zombie. To help Ye retreive her memories, Ling Mo started his survival in doomsday.;;;287.My Girlfriend is a Zombie 42 ~? 🌟 🌟;"[{""Url"":""https://www.anime-planet.com/manga/my-girlfriend-is-a-zombie"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Adventure; Horror; Romance; Supernatural"
Kaifuku Jutsushi no Yarinaoshi;Manga;Reading;;;;Rui TSUKIYO;"[{""Title"":""回復術士のやり直し"",""Language"":null,""Source"":""Anime-Planet""}]";;"Ecchi; Harem; Seinen; Dark Fantasy; Magic; Revenge; Second Chance; Time Travel; Adapted to Anime; Based on a Light Novel";;46;21.2;;1;In a dark world of monsters, adventurers and mages, some of the most gifted healers are subjugated to brute force even by the hands of their compatriots. But one mage, Kayal, gains the ability to rewind time, turn the tables and right all wrongs.;;;288.Kaifuku Jutsushi no Yarinaoshi  21.2 (46) ~? 🌟;"[{""Url"":""https://www.anime-planet.com/manga/redo-of-healer"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Adventure; Drama; Fantasy"
The Beginning After The End;Manhwa;Reading;;;;TurtleMe;[];;"OEL; Webtoons; Full Color; Isekai; Magic; Person in a Strange World; Reincarnation; Swordplay; Adapted to Anime; Based on a Web Novel";;92;;;2;King Grey has unrivaled strength, wealth, and prestige in a world governed by martial ability. However, solitude lingers closely behind those with great power. Beneath the glamorous exterior of a powerful king lurks the shell of man, devoid of purpose and will. Reincarnated into a new world filled with magic and monsters, the king has a second chance to relive his life. Correcting the mistakes of his past will not be his only challenge, however. Underneath the peace and prosperity of the new world is an undercurrent threatening to destroy everything he has worked for, questioning his role and reason for being born again.;;;289.The Beginning After The End 92 🌟 🌟;"[{""Url"":""https://www.anime-planet.com/manga/the-beginning-after-the-end"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Comedy; Fantasy"
Mercenary Enrollment;Manhwa;Reading;;;;YC;"[{""Title"":""Ipak Yongbyeong"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""입학용병"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhwa; Webtoons; Full Color; Lifestyle Change; Orphans; School Life; Adapted to Anime";;60;;8;1;At the age of eight, Ijin Yu lost his parents in a plane crash and became stranded in a foreign land, forced to become a child mercenary in order to stay alive. He returns home ten years later to be reunited with his family in Korea, where food and shelter are plenty and everything seems peaceful. But Ijin will soon learn that life as a teenager is a whole other feat of survival. With only one year of high school left, Ijin must master new tactics to maneuver his way around the schoolhouse battleground. Can he survive a year of high school? Or rather, will the school be able to survive him?;;;290. Mercenary Enrollment 60 ⭐  💯;"[{""Url"":""https://www.anime-planet.com/manga/teenage-mercenary"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Drama"
Tomb Raider King;Manhwa;Reading;;;;Sanjijiksong;"[{""Title"":""Dogurwang"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""도굴왕"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhwa; Webtoons; Dungeon; Full Color; Game Elements; Second Chance; Time Travel; Adapted to Anime; Based on a Web Novel";;188;;;2;Mysterious tombs appeared all over the world one day, each containing a relic which grants its owner supernatural abilities. Jooheon Suh is a tomb explorer, excavator, and raider. Betrayed by his employer, he's about to die at the hands of a powerful new relic when he suddenly finds himself 15 years in the past, before any relics or tombs made their debut. Driven by feelings of revenge, how will Jooheon use his knowledge of the future to become the Tomb Raider King?;;;291.Tomb Raider King 188 ⭐ ⭐;"[{""Url"":""https://www.anime-planet.com/manga/tomb-raider-king"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Adventure; Fantasy"
Return Survival;Manhwa;Reading;;;;Woo Sol YEON;"[{""Title"":""리턴 서바이벌"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhwa; Webtoons; Apocalypse; Full Color; Second Chance; Survival; Time Travel; Zombies; Based on a Web Novel";;33;;;;The world ended... three years ago! After I met my death... when I opened my eyes again... I found myself 6 months before the zombie apocalypse began!;;;292. Return Survival 33;"[{""Url"":""https://www.anime-planet.com/manga/return-survival"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Adventure; Supernatural"
Max Level Returner;Manhwa;Reading;;;;Honey;"[{""Title"":""Na Honja Max Level Gwihwanja"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""나 혼자 만렙 귀환자"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhwa; Webtoons; Full Color; Game Elements; Martial Arts; Based on a Web Novel";;20;;;;The world falls into a state of panic when 120 million players of a popular VR game, Eternal World, vanish without a trace one day. A few months later, they begin returning one by one after dying in the game. But they’re not the only ones to make it back—monsters also start to appear and wreak havoc on Earth. All hope seems lost until the Masked Monarch, the most powerful player of Eternal World, returns. He quickly assembles his old team back together to defeat the beasts and the nefarious Demon King once and for all. But man-made weapons are useless against the enemies they must fight, and players are struggling to level up without the game’s special items or rewards. The Masked Monarch has a few tricks up his sleeve, but will they be enough to save the world?;;;293. Max Level Returner 20;"[{""Url"":""https://www.anime-planet.com/manga/the-max-level-returner"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Adventure; Drama; Fantasy"
King Of Apocalypse;Manhua;Reading;;;;;"[{""Title"":""Mo Shi Wei Wang"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""末世为王"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhua; Webtoons; Apocalypse; Full Color; Monsters; Siblings; Time Travel; Zombies";;239;;;;Yu was mistakenly killed a few hundred years after the apocalypse. Then, he traveled back in time right before the apocalypse began. Qin Yu rapidly grew into a formidable opponent with his apocalyptic combat experience and skills, overcoming hurdles, saving the world while protecting his beloved younger sister.;;;294. King Of Apocalypse 239;"[{""Url"":""https://www.anime-planet.com/manga/apocalypse-savior"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Adventure"
Memorize;Manhwa;Reading;;;;Yu-jin RO;"[{""Title"":""메모라이즈"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhwa; Webtoons; Full Color; Psychological; Second Chance; Time Travel; Based on a Web Novel";;46;;8;1;Having been summoned to the alternate, game-like universe of the Whole Plane 10 years ago by mysterious angelic beings, Soohyun has finally reached the Apex of the world. But at what cost? Using his privilege as the Apex, Soohyun invokes the power of Code Zero to go back 10 years and rectify his past filled with tragedy.;;;295. Memorize 46 ⭐ 💯;"[{""Url"":""https://www.anime-planet.com/manga/memorize"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Drama; Fantasy; Mystery; Romance"
Almighty Master;Manhua;Reading;;;;;"[{""Title"":""Quan Neng Gao Shou"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""全能高手"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhua; Webtoons; Full Color; Martial Arts; Orphans; Overpowered Main Characters";;60;;;;Qin Mo was an orphan raised by five guardians who were the best in their respective disciplines. With the skillsets he had learned from them, he moved to the city to find out the truth about his parents' death. Nonetheless, there were many obstacles in his quest. In the end, would he be able to uncover the mystery behind his parents' death?;;;296. Almighty Master 60;"[{""Url"":""https://www.anime-planet.com/manga/the-omnipotent"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Comedy"
Temple of the Dragon King;Manhua;Reading;;;;Dongmanshe;"[{""Title"":""Longwang Dian"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""龙王殿"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhua; Webtoons; Full Color; Adapted to Anime";;65;;;;"Lin Qinghan’s grandfather was in his final days. With no concern for the stability of the Lin Corporation Group, their relatives resorted to underhanded methods in order to inherit his assets. In the process, president Lin Qinghan was set up! However, her husband and the master of the Dragon King's Hall, Zhang Xuan, resolved her problems one by one. After all, he's not called ""Satan"" for nothing!";;;297. Temple of the Dragon King 65;"[{""Url"":""https://www.anime-planet.com/manga/the-dragon-kings-hall"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Romance"
Divine Heros Skyfall System;Manhua;Reading;;;;;"[{""Title"":""Shen Hao Zhi Tian Jiang Xi Tong"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""神豪之天降系统"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""Divine Hero’S Skyfall System"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhua; Full Color";;132;;;;After three years of being a son-in-law, Xiao Ge was subjected to countless stares and insults. However, his wife’s kindness and beauty made it difficult for him to let go. Finally, he awakens the Divine Hero System and begins a life of pushy and unpredictable behavior.;;;298. Divine Heros Skyfall System 132;"[{""Url"":""https://www.anime-planet.com/manga/shen-haos-heavenly-fall-system"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Fantasy; Romance"
The Strongest God King;Manhua;Reading;;;;;"[{""Title"":""Zui Qiang Shen Wang"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""最强神王"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhua; Full Color; Martial Arts";;115;;;;This is a world full of spiritual power and cultivators. When Wu Fu is reborn as a teenage boy, he just calmly looks up at the sky, because he knows he has embarked on a brand new journey to glory! All he has to do is to eliminate all the enemies of his previous life with his sword!;;;299. The Strongest God King 115;"[{""Url"":""https://www.anime-planet.com/manga/reborn-to-be-supreme"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Fantasy; Supernatural"
Rebirth of the Eternal Cultivator;Manhua;Reading;;;;;"[{""Title"":""极品仙尊赘婿"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhua; Webtoons; Cultivation; Full Color";;60;;;;Good for nothing, always rely on his wife’s money, a worthless piece of crap… Lin Ziqian who is attached to all sorts of insulting labels, the couch potato overnight becomes an omnipotent invincible celestial being. Now Lin Ziqian is not just a wealthy husband but a talented person who can rely on his own abilities.;;;300. Rebirth of the Eternal Cultivator 60;"[{""Url"":""https://www.anime-planet.com/manga/rebirth-of-the-eternal-cultivator"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Fantasy; Romance"
Immortal Swordsman in the Reverse World;Manhua;Reading;;;;Dongmanshe;"[{""Title"":""Ben Jian Xian Jue Bu Chi Ruan Fan"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""本剑仙绝不吃软饭"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""Sword King In A Women's World"",""Language"":null,""Source"":""Anime-Planet""}]";;"Ecchi; Harem; Manhua; Webtoons; Full Color; Martial Arts";;113;;;;The very first thing I saw when I woke up from reincarnation was this barely dressed sexy lady, with a cigarette between her fingers, who asked me to be her “favorite concubine”! As a grandmaster from the world of cultivation, how can I allow myself to indulge in female temptation? Just watch me play my cards right and forge my own path in this matriarchal world!;;;301. Immortal Swordsman in the Reverse World 113;"[{""Url"":""https://www.anime-planet.com/manga/this-sword-deity-refuses-to-be-a-freeloader"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Adventure; Fantasy; Romance"
Forced to Become the Villain’s Son-in-law;Manhua;Reading;;;;YOOUSI;"[{""Title"":""Bei Po Chengwei Fanpai Zhui Xu"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""被迫成为反派赘婿"",""Language"":null,""Source"":""Anime-Planet""}]";;"Harem; Manhua; Webtoons; Full Color; Isekai; Person in a Strange World; Transported Into a Novel";;170;;8;2;I was judged by Lord Yama in hell because I gave a hasty bad ending to my novel he loves and stopped updating it. As a result, I was sent to the world of my novel as a villain and the matrilocal husband of the infanta. However, the life of going against the original protagonist and encountering girls is actually not that bad...;;;302. Forced to Become the Villain’s Son-in-law 170 💯 ⭐ ⭐;"[{""Url"":""https://www.anime-planet.com/manga/i-become-a-villain-in-my-novel"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Adventure; Fantasy; Romance"
Magician From The Future;Manhua;Reading;;;;;"[{""Title"":""Zhe Ge Xiu Shi Lai Zi Wei Lai"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""这个修士来自未来"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""The Cultivator From The Future"",""Language"":null,""Source"":""Anime-Planet""}]";;"Harem; Manhua; Webtoons; Cultivation; Full Color; Martial Arts; Second Chance; Time Travel";;77;;;;The technology of another world and the human martial arts cultivators clashed with each other. The most powerful fighter lost horribly in the other world and returned to the time when he was a high school boy. This year, Tang Ming decided to rise to power and defend his world while taking the goddess of his previous life, the genius girl, the sexy teacher, the long-legged lady, and the princess of another country into his harem, and he would also beat up all those who went against him while helping those supporting him to prosper, regardless of whether they were from the thirteen martial arts families, the religious powers, or the powerful, reclusive cultivators. This is the age of cultivation, and with me, we are invincible!;;;303. Magician From The Future 77;"[{""Url"":""https://www.anime-planet.com/manga/this-cultivator-came-from-the-future"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Fantasy"
Immortal Nanny Dad;Manhua;Reading;;;;DXD A&C;"[{""Title"":""Gu Xian Nai Ba"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""蛊仙奶爸"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""Daddy Poison Master"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhua; Webtoons; Childcare; Full Color; Martial Arts; Reincarnation";;100;;;;Failing his heavenly trial, the deadliest poison master is sent to the modern world and given a new body. Determined to pass the trial this time, the poison master has to train harder...but before that, he's given a daughter to take care of and an ex to deal with. Little does he know that this is the just beginning of his new trial...;;;304. Immortal Nanny Dad 100;"[{""Url"":""https://www.anime-planet.com/manga/my-nanny-is-psionic"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Adventure"
My Girlfriend is a Villain;Manhua;Reading;;;;Star Club;"[{""Title"":""Wo de Fan Pai Nu You"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""我的反派女友"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhua; Webtoons; Full Color; School Life";;96;;;;Zhang Nan, the young master of the Hidden Dragon Family, wanted to become an ordinary person, but he was sent to the aristocratic training school by his grandfather. When he was assigned to an all-female class by a confused teacher, Zhang Nan finds himself tortured by these heirs to the brink of dropping out...;;;305. My Girlfriend is a Villain 96;"[{""Url"":""https://www.anime-planet.com/manga/my-mobster-girlfriend"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Comedy"
Immortal Demon Dad;Manhua;Reading;;;;;"[{""Title"":""仙魔奶爸"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhua; Webtoons; Full Color";;30;;;;After reincarnated, the Immortal Demon turned into two babies, and was adopted by ordinary man Qin Lan. As the power of the immortal demon in the two daughters continued to leak, Qin Lan's life changed dramatically. Qin Lan gradually discovered that his encounter with his two daughters was not an accidental encounter, but a cause and effect that had been destined in his previous life.;;;306. Immortal Demon Dad 30;"[{""Url"":""https://www.anime-planet.com/manga/immortal-demon-dad"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Comedy; Supernatural"
Daddy from Hell;Manhua;Reading;;;;;"[{""Title"":""Mo Zun Nai Ba"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""魔尊奶爸"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhua; Webtoons; Childcare; Demon King; Full Color; Martial Arts";;64;;;;Chu Feng fell into hell, and after five hundred years, became its de facto ruler. After a grueling struggle, he returns to the human world and finds a little girl waiting for him. Follow this hilarious series about a ruthless Demon King who becomes a loving and doting father.;;;307. Daddy from Hell 64;"[{""Url"":""https://www.anime-planet.com/manga/daddy-from-hell"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Adventure; Fantasy; Romance"
Gang of School;Manhwa;Reading;;;;TAIBOGI;"[{""Title"":""갱스쿨"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhwa; Webtoons; Full Color; School Life";;7;;;;The family crumbled like a sand castle in the blink of an eye after their father’s suicide. I became the head of the family and had to take responsibility for my mother who lost her mind and my blind little sister who goes to a special school. For the sake of my family, I’m going to start my own gang at the strongest gang school in Busan. Hot action for a cold world.;;;308. Gang of School 7;"[{""Url"":""https://www.anime-planet.com/manga/gangs-of-school"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Drama"
Ascension To Godhood By Slaying Demons;Manhua;Reading;;;;;"[{""Title"":""Zhan Yao Cheng Shen"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""斩妖成神"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhua; Full Color; Person in a Strange World; Siblings";;18;;;;After being abducted into the spirit world, a young boy awakens his powers of divinity by accessing nirvana. Together with his younger twin sister, they explore this mysterious world, study Taoism, get stronger, assist gods, make friends, solve mysteries, and become the number one demon-slaying god!;;;309. Ascension To Godhood By Slaying Demons 18;"[{""Url"":""https://www.anime-planet.com/manga/ascension-to-godhood-by-slaying-demons"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Adventure; Fantasy; Mystery"
Jungle Juice;Manhwa;Reading;;;;Hyeong Eun;"[{""Title"":""정글쥬스"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhwa; Webtoons; Animal Characteristics; Contemporary Fantasy; Full Color; Insects; Superpowers";;13;;8;;Every society has its hierarchy, and college student Suchan Jang is at the top of the human one. But despite his popularity and charisma, he has a secret that keeps him from getting close with others—under his clothes lies a pair of dragonfly wings! And when he’s forced to expose them to save the girl he likes, Suchan suddenly finds himself plummeting to the bottom of the food chain. It is then, alone and at his lowest point, that he is introduced to a hidden society of fellow human-insect hybrids. Abuzz with both friend and foe, this world offers Suchan the opportunity to seize a new start for himself…All that’s left is climbing his way back to the top!;;;310. Jungle Juice 13 💯;"[{""Url"":""https://www.anime-planet.com/manga/jungle-juice"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Fantasy"
Carrying The Goddess Along;Manhua;Reading;;;;;"[{""Title"":""Suishen Daizhe Nushen Huang"",""Language"":null,""Source"":""Anime-Planet""},{""Title"":""随身带着女神皇"",""Language"":null,""Source"":""Anime-Planet""}]";;"Harem; Manhua; Webtoons; Full Color";;46;;;;Chen Guang's life has been completely changed just because of a cup. Three thousand worlds are waiting for you to conquer. Learning skills for leisure, picking up girls when busy. Saving the world for fun, and flirting with the Goddess for more fun. Secret stories between Chen Guang and Liuli Goddess will bring you a different urban legend.;;;311. Carrying The Goddess Along 46;"[{""Url"":""https://www.anime-planet.com/manga/adventure-with-a-magic-cup"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";Fantasy
Reverse Villain;Manhwa;Reading;;;;Action99;"[{""Title"":""리버스 빌런"",""Language"":null,""Source"":""Anime-Planet""}]";;"Manhwa; Webtoons; Full Color; Reincarnation; Based on a Web Novel";;50;;8;1;Jung-woo is stuck in a reincarnation cycle along with his nemesis, Shin-Ryong. Ever since he was little, he had a dream. He wanted to become strong enough to conquer Murim. However, things did not always go the way he planned. Shin-Ryong defeated him on every occasion. At this point, Ha Jung-woo had been reincarnated 5 times and was defeated yet again. When he was reincarnated for the sixth time, he is born into the modern world. Being born into a new world changes Jung-woo's goal, as there is no Murim in the modern world.;;zgubilem chapter na ktorym bylem;312. Reverse Villain  50 (zgubilem chapter na ktorym bylem)💯⭐;"[{""Url"":""https://www.anime-planet.com/manga/reverse-villain"",""Label"":""Anime-Planet"",""SourceType"":""Anime-Planet"",""IsPrimary"":true,""LastReadHere"":false}]";"Action; Drama; Supernatural"
